challenge_title,challenge_id,deck_id,item_id,position,front,back,example,media_url,options_json,created_at_utc
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,0f4317272654459794ab7a70b695e7f1,5d4d60a3d36241c1b503f7b62b90398d,10,Pratiquez-vous une religion ?,"Citez, le cas échéant, la ou les religions que vous pratiquez, en toute honnêteté.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,0f4317272654459794ab7a70b695e7f1,e96eaf869c15478aaa5ea6829fa35b8b,11,Quels sont vos loisirs ?,"Citez vos loisirs réels et quotidiens : la marche, la lecture, le foot, la natation, la musique, le cinéma, etc.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,11cdc89a05ba451f838554965bfcac7a,c3bfd8ad656f4909bff653b4f13bd62f,0,"Êtes-vous marié(e) ? Avez-vous un(e) compagnon/compagne, mari ou femme ?","Si vous êtes célibataire, répondez simplement. Si vous êtes marié(e) ou pacsé(e), répondez oui en précisant depuis combien de temps.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,11cdc89a05ba451f838554965bfcac7a,887f602d072846f39e69d4ced15c6f8c,1,Votre conjoint(e) vit-il ou vit-elle avec vous ?,"Répondez oui : votre conjoint(e) doit vivre avec vous en France. Si ce n'est pas le cas, votre demande risque d'être vue comme révélant des attaches à l'étranger — attention à la différence entre résider en France et y être seulement domicilié(e), ce qui n'est pas suffisant pour la naturalisation par décret.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,11cdc89a05ba451f838554965bfcac7a,8c0103d658134f7aaca73d2dfa985667,2,Quelles activités effectuez-vous avec votre conjoint(e) ?,"Parlez de vos activités sportives et culturelles, de vos sorties du week-end et de vos vacances communes.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,11cdc89a05ba451f838554965bfcac7a,2af5169bf019452d94fd5c8b85996381,3,Avez-vous des enfants ? Comptez-vous en avoir prochainement ?,"Répondez selon votre situation, en précisant que vos enfants sont ou resteront en France.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,11cdc89a05ba451f838554965bfcac7a,d960e8bb0382405797091fa2cb166b0a,4,"Dans le couple, qui s'occupe des enfants et des tâches ménagères ?","L'agent cherche à savoir si les tâches sont réparties à part égale entre les parents. Ne dites pas « j'aide ma femme / mon mari », mais plutôt que vous participez ensemble et à part égale aux tâches ménagères et à l'éducation des enfants.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,11cdc89a05ba451f838554965bfcac7a,5f7ed2dbb19440b9adce3fab82bf19ba,5,Quelle langue utilisez-vous au travail et à la maison ?,"Répondez que vous utilisez le français pour tous vos échanges, au travail comme dans la vie quotidienne.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,f1025be638444aa4b8f98076003ddc74,f46c5938d3bd4131b39278e620f58ce5,0,Où avez-vous appris le français ?,"Citez les lieux réels : à l'école dans votre pays d'origine, dans un centre culturel français, en cours particuliers, en cours en ligne, lors d'un voyage linguistique, etc.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,f1025be638444aa4b8f98076003ddc74,27cf0c13ae014777b7c67485a54f91f7,1,Pendant combien de temps avez-vous étudié le français ?,"Répondez selon votre situation (par exemple 2, 5 ou 10 ans). Un niveau minimum B1 est exigé pour réussir l'entretien de naturalisation ; si vous suivez des cours pour progresser vers le B2, mentionnez-le.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,f1025be638444aa4b8f98076003ddc74,f948062754b4468e8841c1ecbf3afbd3,2,Utilisez-vous la langue française au travail ?,"Si oui, dites-le simplement. Si non, expliquez pourquoi et mentionnez un projet précis pendant lequel vous avez utilisé le français.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,f1025be638444aa4b8f98076003ddc74,a861cb0d6a4f41048ca193bface348bd,3,Parlez-vous d'autres langues ? Lesquelles ?,"Citez votre langue maternelle ainsi que toutes les autres langues étrangères que vous connaissez, en plus du français.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,f1025be638444aa4b8f98076003ddc74,01cc178b17f74d32a5304659c68e5253,4,Quelle langue vous paraît la plus facile ? Pourquoi ?,"Répondez « le français », car c'est la langue que vous utilisez au quotidien.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,c13edf0045684ffbb48500792cff302e,0,Citez les trois plus grandes villes françaises.,"Paris, Lyon et Marseille.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,03dda499482541f992fe0eb93efc0328,1,Citez trois départements français.,"Par exemple le Haut-Rhin, le Bas-Rhin et la Haute-Garonne.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,0c09656be98f48dd867e9ad40c54ccba,2,Citez trois départements d'outre-mer.,"Par exemple la Guadeloupe, la Martinique, la Guyane, Mayotte ou La Réunion.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,aaecc2ebd6434b8b9ea405ac03e8c553,3,Citez trois régions françaises.,"Par exemple l'Île-de-France, la Bretagne, la Normandie, la Corse, les Hauts-de-France, l'Auvergne-Rhône-Alpes, la Provence-Alpes-Côte d'Azur ou l'Occitanie.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,d5485e244bef48799a08504a192a1065,4,Énumérez les trois types de collectivités françaises.,"Les communes (environ 35 000 en France), les régions (13 en métropole, dont la Corse qui est une collectivité territoriale à statut particulier plutôt qu'une région de plein droit, plus les régions d'outre-mer) et les départements (101 au total : 96 en métropole et 5 en outre-mer).",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,ed3b83dce6ec4c738e4d6e16f4864f43,5,Citez des fleuves français que vous connaissez.,"Par exemple la Loire, le Rhône, la Seine, le Rhin, la Garonne, la Marne ou la Dordogne.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,aeaf87e9b85f4242a8796572c7cb1bfd,6,Citez des chaînes de montagnes françaises que vous connaissez.,"Par exemple le Massif central, les Alpes, les Pyrénées, les Vosges et le Jura.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,05fb29501ac842b2992babfd8b938a1b,7,Quel est le point culminant de la France ?,"Le Mont Blanc, à environ 4 809 mètres d'altitude (l'altitude exacte varie légèrement selon l'épaisseur de la neige). Il se trouve à la frontière entre la France et l'Italie.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,b215b46f30124f66941827127e96b5a8,8,Quels sont les pays frontaliers (limitrophes) de la France ?,"L'Espagne, l'Italie, la Suisse, l'Allemagne, le Luxembourg, Andorre, Monaco et la Belgique.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,de319924af834b6a9a916fa0614b22f4,9,Dans quelle région sommes-nous ?,"Donnez le nom de votre région, par exemple « nous sommes dans la région Île-de-France ».",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,c36ba5e3f3ba428b89dae87bf6754d6d,10,Dans quel département sommes-nous ?,"Donnez le nom de votre département, par exemple « nous sommes dans le département du Val-de-Marne ».",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,2ecfd0efbb484bb89c6efe8e5c902b21,17183dd6ee644f2689d1958bc820a287,11,Qui est le maire de votre commune ?,"Renseignez-vous avant l'entretien sur le nom de votre maire, son orientation politique et son parti.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,1d99f566fff3490d9678a1a4474883ca,0,Citez trois rois de France.,"Par exemple Charlemagne, François Ier, Henri IV ou Louis XV.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,f604ee474389492192e46ac6985af741,1,Citez des reines de France.,"Par exemple Catherine de Médicis, Aliénor d'Aquitaine, Marie-Antoinette ou Anne d'Autriche.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,d36b019ec62d4a8684f866d1ceffa822,2,En quoi et pourquoi Louis XIV est-il le plus connu ?,"Louis XIV est le roi de France le plus connu, notamment pour la durée exceptionnelle de son règne, la plus longue de l'histoire de France. Il est aussi le symbole de la monarchie absolue, plus tard combattue par la Révolution française.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,f778da2637e144e4b65d30745812b041,3,Qui était le roi de France durant la Révolution française ? Qu'est-il devenu ?,"Louis XVI. Le peuple s'est révolté contre son pouvoir absolu et a proclamé la République ; la famille royale a été emprisonnée, le roi jugé et condamné à mort, puis guillotiné le 21 janvier 1793.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,aeee672ec627450d83b5dba2fb171f8f,4,À quelle date précise a eu lieu la Révolution française ?,Elle a débuté le 5 mai 1789 avec l'ouverture des États généraux et s'est terminée le 9 novembre 1799 avec le coup d'État du 18 brumaire de Napoléon Bonaparte.,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,4959bc14d5b645ee9c962f0035399b1d,5,Quel événement de la Révolution française vous a le plus marqué ?,"Vous pouvez citer par exemple la prise de la Bastille, le 14 juillet 1789, événement inaugural de la Révolution.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,0b904c742dfe48f0be7f1bda4ed7e0df,6,Quelle crise a mené à la Révolution française ?,"Une crise agricole ayant provoqué une grave crise économique et une forte inflation, dans un contexte de hausse des impôts décidée par le roi de l'époque, Louis XVI.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,fe729168aaef4e3aaa6f9a666f9efddd,7,Quel a été le rôle de la Bastille avant sa démolition ?,"Elle servait de prison d'État, dans laquelle furent notamment emprisonnées des personnalités comme Voltaire et le marquis de Sade.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,fcf400334c084ca3b53aa6c4f2b65cf7,8,Quand a été adoptée la Déclaration des Droits de l'Homme et du Citoyen ?,Le 26 août 1789. C'est l'une des questions les plus fréquentes de l'entretien de naturalisation.,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,88291fa21eaf4e2f8e114b2842d0e69b,9,Qui a instauré le Code civil en France ?,Napoléon Bonaparte.,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,e7b0104b8fb3410e8e29ccd06d6a239c,328fc0142d1741eeaaa53d2cd35b7847,10,En quelle année l'esclavage a-t-il été aboli en France ?,Le 27 avril 1848.,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,967937dcf24c42c384ee31ca7265138d,0,Quelles sont les dates des deux dernières guerres mondiales ?,La Première Guerre mondiale : du 28 juillet 1914 au 11 novembre 1918. La Seconde Guerre mondiale : du 1er septembre 1939 au 2 septembre 1945.,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,9ec3ec697a1543e7b83a1ae16464daf2,1,Quel était le surnom des soldats français durant la Première Guerre mondiale ?,On les appelait les « poilus ».,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,994b299d090a493699e97bc3bb1f7990,2,Qui étaient les Alliés durant la Première Guerre mondiale ?,"La France, l'Angleterre, la Russie et les États-Unis.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,c24dc74c273244e7908b7a2948373172,3,Qui étaient les Alliés durant la Seconde Guerre mondiale ?,"La France, l'Angleterre, l'URSS (Union soviétique) et les États-Unis.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,ed41d96cf838485ea6a934e19257ae10,4,Connaissez-vous la bataille de Verdun ?,"Elle a eu lieu en 1916, entre l'armée française et l'armée allemande, en Lorraine, pendant la Première Guerre mondiale. Elle a fait beaucoup de victimes dans les deux camps, sans vainqueur clair.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,f249c20f4ceb423b9858eb768ca36289,5,Quand et où a eu lieu le débarquement des Alliés durant la Seconde Guerre mondiale ?,"Le 6 juin 1944, en Normandie.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,554cf0f95d2f4d9fa6e3d0522d3f5d0a,6,Pourquoi le 11 novembre est-il férié ?,"Le 11 novembre marque la fin de la Première Guerre mondiale : c'est l'armistice, signé en 1918.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,aa25621723d148b19f13cbbc98653102,7,Qui est Charles de Gaulle ?,"Un militaire, résistant et homme politique français, fondateur de la Ve République et l'un des principaux architectes de la Résistance française. Il a été président de la République sous la Ve République, de 1959 à 1969.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,9eb0822bcd884aab835a85ad819d78be,8,Quand a été instituée la Ve République ?,Par la Constitution du 4 octobre 1958.,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,078c42cb2c634ef69e5e523207e16adb,9,Quel a été le fait marquant de la Ve République ?,"Elle a marqué définitivement la séparation entre les pouvoirs exécutif, législatif et judiciaire.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,8378478f9ea44ad586c33983e7c56a1d,10,Dans quelle République sommes-nous aujourd'hui ?,La Ve République.,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,6f5d0bdc9651447e85783e24abfbdbf1,11,Quelles sont les dates des précédentes républiques françaises ?,1re République : 1792-1804. 2e République : 1848-1852. 3e République : 1870-1940. 4e République : 1946-1958. 5e République : depuis 1958.,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,35675b37a2f64a0f9819f152e7abc96f,6d32d3eda867429296cfa1e2aad926f9,12,Qui a instauré la Ve République ?,Le général Charles de Gaulle.,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,9234bdb7d17e45818e8b5c37191577a3,0,Citez des monuments historiques français que vous connaissez.,"Par exemple la Tour Eiffel, l'Arc de Triomphe, le château de Versailles, le château de Vincennes, le Louvre, les châteaux de la Loire (dont le château de Chambord) ou le Pont du Gard.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,1d82a681b6bd45149cb16ca956215e1e,1,Qui a été à l'origine du château de Versailles ? Et de l'Arc de Triomphe ?,Louis XIV pour le château de Versailles ; Napoléon Ier pour l'Arc de Triomphe.,,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,2da31e9e8bf84b26a5e87935aa0ac8aa,2,Quel est le monument principal en France ?,"La Tour Eiffel, à Paris.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,65e3536b722b44308a3e6fb98666931c,3,"Qui a construit la Tour Eiffel ? Quand, et à quelle occasion ?","Gustave Eiffel l'a construite en 1889, à l'occasion de l'Exposition universelle de Paris.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,4ea3157fee5e4912acfd666c844f5c34,4,Quels sont les plats typiques français que vous connaissez ?,"Par exemple la bouillabaisse, le pot-au-feu, la quiche lorraine, les galettes bretonnes, le steak tartare ou l'aligot.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,99a3acc4e9964fa5958cd415f824e05e,5,Citez des personnages littéraires français célèbres.,"Par exemple Victor Hugo, Albert Camus ou Alexandre Dumas.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,72755d1d733c40fb9edd44907598293e,6,Citez des peintres français célèbres.,"Par exemple Cézanne, Delacroix ou Monet.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,b21ae647720d407085cb89c1f0792fb4,7,Citez des personnes naturalisées françaises célèbres.,"Par exemple Marie Curie ou Joséphine Baker. Attention : on cherche ici des personnes réellement naturalisées, et non des Français d'origine étrangère — Zinedine Zidane ou Jamel Debbouze, par exemple, sont nés français et ne sont pas des personnes naturalisées.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,4d998d3f4a8e4c58b33599775f9ab49c,8,Citez des artistes français connus.,"Par exemple Berlioz, Joe Dassin, Charles Aznavour ou Gustave Eiffel.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,66195fc0b2d34d45abfcead552e4bba6,9,Citez des écrivains français célèbres.,"Par exemple Beaumarchais, Molière ou Victor Hugo.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,5bddccf5e51c4860877718d1cab8b2a3,10,Citez des œuvres littéraires françaises célèbres.,"Par exemple Notre-Dame de Paris, Le Malade imaginaire ou Le Mariage de Figaro.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,a20188fc81084bb6a87a69af9b8244ec,11,Qui a écrit Les Trois Mousquetaires ?,"Alexandre Dumas, avec la collaboration d'Auguste Maquet.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,fa9c13a108a04422aff018f44f0e366b,12,Qui était Voltaire ?,"De son vrai nom François-Marie Arouet, Voltaire est un écrivain et philosophe français du XVIIIe siècle.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,3e6eadb157b4484eabdee4b45133d189,13,À quel mouvement Voltaire appartenait-il ?,"Il appartenait à la philosophie des Lumières, dont il est l'un des représentants les plus connus.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,2d93131480944a56bd3d5ace576c2ba2,14,Citez des philosophes des Lumières que vous connaissez.,"Par exemple Montesquieu, Voltaire, Diderot, Rousseau, Spinoza ou Descartes.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,3452995d92ba420b95382e5d7a578032,15,Qu'est-ce que la philosophie des Lumières ?,"Un mouvement culturel, philosophique et intellectuel apparu dans la seconde moitié du XVIIIe siècle, porté par des penseurs comme Voltaire et Rousseau, qui a combattu l'irrationnel et l'obscurantisme et a fortement influencé la Déclaration d'indépendance des États-Unis et la Révolution française.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,e4c27f23e5a4484c95c0c52124dd8a28,16,Connaissez-vous Brigitte Bardot ?,"Actrice et chanteuse française, icône des années 1960, aujourd'hui surtout connue pour son engagement en faveur de la cause animale (elle a fondé la Fondation Brigitte Bardot).",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,a57f6001a2cc43399c879339c70d29bf,17,Citez des chanteurs et chanteuses français connus.,"Par exemple Dalida, Johnny Hallyday, Charles Aznavour, Georges Brassens ou Claude François.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,839efce980114bcdbc84d280c161fc8c,18,Citez des acteurs et actrices français que vous connaissez.,"Par exemple Jean Dujardin, Gérard Depardieu ou Marion Cotillard.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,1513cd052b7b4eed80c50abdf712b4e7,19,Connaissez-vous des sportifs français célèbres ?,"Par exemple, en football : Michel Platini, Zinedine Zidane ; en cyclisme : Richard Virenque ; en tennis : Jo-Wilfried Tsonga, Gaël Monfils, Yannick Noah ; en judo : Teddy Riner.",,,[],2026-07-03T14:37:01Z
French Naturalization Prep 🇫🇷,8780918c227541c089498430da290c8d,61b5b1156e8c444b862f6e122b51f2f0,72776498c0dc495fa5daaa7070c957dc,20,Quel grand événement sportif français connaissez-vous ?,"Par exemple une épreuve cycliste comme le Tour de France, une épreuve de tennis comme le tournoi de Roland-Garros, ou une course comme le marathon de Paris.",,,[],2026-07-03T14:37:01Z
