note_id,user_id,deck_id,deck_path,note_type,front,back,example,note_fa,source_page,lingoda_status,fields_json,source_key,source,created_at,updated_at,references_json
db2368f967f441e6b4690f20f6a7cc55,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,baisser,"Diminuer, devenir ou rendre moins élevé. <i>Les salaires ont baissé.</i>",salaire des enseignants a baissé. Donc le temps de campagne et le temps de des,,,,"{""back"":""Diminuer, devenir ou rendre moins élevé. <i>Les salaires ont baissé.</i>"",""front"":""baisser"",""example"":""salaire des enseignants a baissé. Donc le temps de campagne et le temps de des"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""salaire des enseignants a baissé. Donc le temps de campagne et le temps de des""}",baisser,language-reactor,2026-08-25T12:00:34.064019+00:00,2026-08-31T13:53:24.231707+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.064019+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""ed75c3a881384e289408d67f9191b7ee""}]"
7829aa7d753b4872bbfbc551eeb76248,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,banaliser,Rendre ordinaire ; faire paraître normal ce qui devrait choquer.,"discours qui banalisent la violence d'une certaine façon ? D'abord, le fait",,,,"{""back"":""Rendre ordinaire ; faire paraître normal ce qui devrait choquer."",""front"":""banaliser"",""example"":""discours qui banalisent la violence d'une certaine façon ? D'abord, le fait"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""discours qui banalisent la violence d'une certaine façon ? D'abord, le fait""}",banaliser,language-reactor,2026-08-25T12:00:34.108509+00:00,2026-08-31T13:53:24.246436+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.108509+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""2c4667f5221e4cd897eaedb3e64d545a""}]"
cd1b945c5ea24b2aa82a7a508fdebce8,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,"exportateur, exportatrice",Qui vend des produits à l'étranger. <i>La France est exportatrice nette d'électricité.</i>,"énergie stable alors que la France reste exportatrice hein, nette d'électricité.",,,,"{""back"":""Qui vend des produits à l'étranger. <i>La France est exportatrice nette d'électricité.</i>"",""front"":""exportateur, exportatrice"",""example"":""énergie stable alors que la France reste exportatrice hein, nette d'électricité."",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""énergie stable alors que la France reste exportatrice hein, nette d'électricité.""}","exportateur, exportatrice",language-reactor,2026-08-25T12:00:34.208045+00:00,2026-08-31T13:53:24.264127+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.208045+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""46cf9d338c4a4a02ab50de9013d8beb0""}]"
db22a890b69a401ba11bc715280b733b,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,inadmissible,Que l'on ne peut pas accepter ; intolérable.,retranscrite en direct à la télé ? Ça c'est inadmissible. C'est dénoncé,,,,"{""back"":""Que l'on ne peut pas accepter ; intolérable."",""front"":""inadmissible"",""example"":""retranscrite en direct à la télé ? Ça c'est inadmissible. C'est dénoncé"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""retranscrite en direct à la télé ? Ça c'est inadmissible. C'est dénoncé""}",inadmissible,language-reactor,2026-08-25T12:00:34.079859+00:00,2026-08-31T13:53:24.305634+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.079859+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""1dbf2fd2e954471087773f2f83bc8e71""}]"
afbc36334cc548f492d8441aed5db74b,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,indigne (de),Qui n'est pas digne de ; qui déshonore. <i>C'est indigne d'un candidat.</i>,c'est indigne je crois d'un candidat de la République qui se dit du camp,,,,"{""back"":""Qui n'est pas digne de ; qui déshonore. <i>C'est indigne d'un candidat.</i>"",""front"":""indigne (de)"",""example"":""c'est indigne je crois d'un candidat de la République qui se dit du camp"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""c'est indigne je crois d'un candidat de la République qui se dit du camp""}",indigne (de),language-reactor,2026-08-25T12:00:34.378822+00:00,2026-08-31T13:53:24.334016+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.378822+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""e0c8bc363a494ed994b566660847152f""}]"
6e1df8e4e58741d98db132890c3eba33,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,la conscription,Enrôlement obligatoire des citoyens dans l'armée. <i>Ici employé par analogie : « la conscription écologique ».</i>,"ont été balayés dès le premier tour. La conscription écologique, on en a",,,,"{""back"":""Enrôlement obligatoire des citoyens dans l'armée. <i>Ici employé par analogie : « la conscription écologique ».</i>"",""front"":""la conscription"",""example"":""ont été balayés dès le premier tour. La conscription écologique, on en a"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""ont été balayés dès le premier tour. La conscription écologique, on en a""}",la conscription,language-reactor,2026-08-25T12:00:34.24529+00:00,2026-08-31T13:53:24.351152+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.24529+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""4e3784c152df4ef4a72a9c44c6dd4351""}]"
cedb540a5169492caa7c62e1be0b0396,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,la défaite,"Fait de perdre une élection, une bataille. <i>Contraire : la victoire.</i>",pas digéré la défaite et que la machine à remonter le temps n'existe pas,,,,"{""back"":""Fait de perdre une élection, une bataille. <i>Contraire : la victoire.</i>"",""front"":""la défaite"",""example"":""pas digéré la défaite et que la machine à remonter le temps n'existe pas"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""pas digéré la défaite et que la machine à remonter le temps n'existe pas""}",la defaite,language-reactor,2026-08-25T12:00:34.317733+00:00,2026-08-31T13:53:24.385761+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.317733+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""781267dab3f949d78ce5367a245e8a2d""}]"
e2f83de8a69b4a13b60f9914f40a67a7,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,le dessous des cartes,"Ce qui se passe réellement, caché derrière les apparences.",permanente contre la France soumise. Ça c'est le dessous des cartes. Mais le,,,,"{""back"":""Ce qui se passe réellement, caché derrière les apparences."",""front"":""le dessous des cartes"",""example"":""permanente contre la France soumise. Ça c'est le dessous des cartes. Mais le"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""permanente contre la France soumise. Ça c'est le dessous des cartes. Mais le""}",le dessous des cartes,language-reactor,2026-08-25T12:00:34.270952+00:00,2026-08-31T13:53:24.419014+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.270952+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""64857c8b0d064e22878c6715cd4e0c00""}]"
57b64b18213f4da997c9acbf6e2da2d9,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,le péril,Danger grave. <i>Au péril de sa vie</i> = en risquant sa vie.,"de l'été, qui parfois au péril de leur vie ont été en première ligne pour",,,,"{""back"":""Danger grave. <i>Au péril de sa vie</i> = en risquant sa vie."",""front"":""le péril"",""example"":""de l'été, qui parfois au péril de leur vie ont été en première ligne pour"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""de l'été, qui parfois au péril de leur vie ont été en première ligne pour""}",le peril,language-reactor,2026-08-25T12:00:34.13354+00:00,2026-08-31T13:53:24.436923+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.13354+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""fee73497598c4688bbafca982d91b58a""}]"
18d40b1568634baea8082880183b4e96,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,promettre,S'engager à faire qqch ; assurer que qqch aura lieu. <i>Promettre qqch à qqn.</i>,"Donc Édouard Philippe peut promettre ce qu'il veut. Il a un bilan, celui du",,,,"{""back"":""S'engager à faire qqch ; assurer que qqch aura lieu. <i>Promettre qqch à qqn.</i>"",""front"":""promettre"",""example"":""Donc Édouard Philippe peut promettre ce qu'il veut. Il a un bilan, celui du"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""Donc Édouard Philippe peut promettre ce qu'il veut. Il a un bilan, celui du""}",promettre,language-reactor,2026-08-25T12:00:34.04711+00:00,2026-08-31T13:53:24.457313+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.04711+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""6745082dc25a4a07a0ba773d330efa4c""}]"
b388b40902974bd3933b8c0178f3d09a,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,renvoyer,"Ici, sens juridique : reporter une audience à une date ultérieure. <i>Signifie aussi congédier qqn, ou lui retourner qqch.</i>","que cette audience soit renvoyée, c'est une victoire euh euh pour Rimaastan et",,,,"{""back"":""Ici, sens juridique : reporter une audience à une date ultérieure. <i>Signifie aussi congédier qqn, ou lui retourner qqch.</i>"",""front"":""renvoyer"",""example"":""que cette audience soit renvoyée, c'est une victoire euh euh pour Rimaastan et"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""que cette audience soit renvoyée, c'est une victoire euh euh pour Rimaastan et""}",renvoyer,language-reactor,2026-08-25T12:00:34.090696+00:00,2026-08-31T13:53:24.493318+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.090696+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""d202c1b4eb7a4cb18bd5fa9c779293b2""}]"
